"DATA_OBITO";"NRS";"obitos";"mm_7d"
2020-03-28;"";0;NA
2020-03-28;"Centro-leste";0;NA
2020-03-28;"Centro-norte";0;NA
2020-03-28;"Extremo sul";0;NA
2020-03-28;"Leste";1;NA
2020-03-28;"Nordeste";0;NA
2020-03-28;"Norte";0;NA
2020-03-28;"Oeste";0;NA
2020-03-28;"Sudoeste";0;NA
2020-03-28;"Sul";0;NA
2020-03-29;"";0;NA
2020-03-29;"Centro-leste";0;NA
2020-03-29;"Centro-norte";0;NA
2020-03-29;"Extremo sul";0;NA
2020-03-29;"Leste";0;NA
2020-03-29;"Nordeste";0;NA
2020-03-29;"Norte";0;NA
2020-03-29;"Oeste";0;NA
2020-03-29;"Sudoeste";0;NA
2020-03-29;"Sul";0;NA
2020-03-30;"";0;NA
2020-03-30;"Centro-leste";1;NA
2020-03-30;"Centro-norte";0;NA
2020-03-30;"Extremo sul";0;NA
2020-03-30;"Leste";1;NA
2020-03-30;"Nordeste";0;NA
2020-03-30;"Norte";0;NA
2020-03-30;"Oeste";0;NA
2020-03-30;"Sudoeste";0;NA
2020-03-30;"Sul";0;NA
2020-03-31;"";0;NA
2020-03-31;"Centro-leste";0;NA
2020-03-31;"Centro-norte";0;NA
2020-03-31;"Extremo sul";0;NA
2020-03-31;"Leste";0;NA
2020-03-31;"Nordeste";0;NA
2020-03-31;"Norte";0;NA
2020-03-31;"Oeste";0;NA
2020-03-31;"Sudoeste";0;NA
2020-03-31;"Sul";0;NA
2020-04-01;"";0;NA
2020-04-01;"Centro-leste";0;NA
2020-04-01;"Centro-norte";0;NA
2020-04-01;"Extremo sul";0;NA
2020-04-01;"Leste";0;NA
2020-04-01;"Nordeste";0;NA
2020-04-01;"Norte";0;NA
2020-04-01;"Oeste";0;NA
2020-04-01;"Sudoeste";1;NA
2020-04-01;"Sul";0;NA
2020-04-02;"";0;NA
2020-04-02;"Centro-leste";0;NA
2020-04-02;"Centro-norte";0;NA
2020-04-02;"Extremo sul";0;NA
2020-04-02;"Leste";2;NA
2020-04-02;"Nordeste";0;NA
2020-04-02;"Norte";0;NA
2020-04-02;"Oeste";0;NA
2020-04-02;"Sudoeste";0;NA
2020-04-02;"Sul";0;NA
2020-04-03;"";0;0
2020-04-03;"Centro-leste";0;0,142857142857143
2020-04-03;"Centro-norte";0;0
2020-04-03;"Extremo sul";0;0
2020-04-03;"Leste";2;0,857142857142857
2020-04-03;"Nordeste";0;0
2020-04-03;"Norte";0;0
2020-04-03;"Oeste";0;0
2020-04-03;"Sudoeste";0;0,142857142857143
2020-04-03;"Sul";0;0
2020-04-04;"";0;0
2020-04-04;"Centro-leste";0;0,142857142857143
2020-04-04;"Centro-norte";0;0
2020-04-04;"Extremo sul";0;0
2020-04-04;"Leste";1;0,857142857142857
2020-04-04;"Nordeste";0;0
2020-04-04;"Norte";0;0
2020-04-04;"Oeste";0;0
2020-04-04;"Sudoeste";0;0,142857142857143
2020-04-04;"Sul";1;0,142857142857143
2020-04-05;"";0;0
2020-04-05;"Centro-leste";0;0,142857142857143
2020-04-05;"Centro-norte";0;0
2020-04-05;"Extremo sul";0;0
2020-04-05;"Leste";1;1
2020-04-05;"Nordeste";0;0
2020-04-05;"Norte";0;0
2020-04-05;"Oeste";0;0
2020-04-05;"Sudoeste";0;0,142857142857143
2020-04-05;"Sul";0;0,142857142857143
2020-04-06;"";0;0
2020-04-06;"Centro-leste";1;0,142857142857143
2020-04-06;"Centro-norte";0;0
2020-04-06;"Extremo sul";0;0
2020-04-06;"Leste";2;1,14285714285714
2020-04-06;"Nordeste";0;0
2020-04-06;"Norte";0;0
2020-04-06;"Oeste";0;0
2020-04-06;"Sudoeste";0;0,142857142857143
2020-04-06;"Sul";0;0,142857142857143
2020-04-07;"";0;0
2020-04-07;"Centro-leste";0;0,142857142857143
2020-04-07;"Centro-norte";0;0
2020-04-07;"Extremo sul";0;0
2020-04-07;"Leste";3;1,57142857142857
2020-04-07;"Nordeste";1;0,142857142857143
2020-04-07;"Norte";0;0
2020-04-07;"Oeste";0;0
2020-04-07;"Sudoeste";0;0,142857142857143
2020-04-07;"Sul";1;0,285714285714286
2020-04-08;"";0;0
2020-04-08;"Centro-leste";0;0,142857142857143
2020-04-08;"Centro-norte";0;0
2020-04-08;"Extremo sul";0;0
2020-04-08;"Leste";0;1,57142857142857
2020-04-08;"Nordeste";0;0,142857142857143
2020-04-08;"Norte";0;0
2020-04-08;"Oeste";0;0
2020-04-08;"Sudoeste";0;0
2020-04-08;"Sul";1;0,428571428571429
2020-04-09;"";0;0
2020-04-09;"Centro-leste";0;0,142857142857143
2020-04-09;"Centro-norte";0;0
2020-04-09;"Extremo sul";0;0
2020-04-09;"Leste";0;1,28571428571429
2020-04-09;"Nordeste";0;0,142857142857143
2020-04-09;"Norte";0;0
2020-04-09;"Oeste";0;0
2020-04-09;"Sudoeste";0;0
2020-04-09;"Sul";0;0,428571428571429
2020-04-10;"";0;0
2020-04-10;"Centro-leste";0;0,142857142857143
2020-04-10;"Centro-norte";0;0
2020-04-10;"Extremo sul";0;0
2020-04-10;"Leste";0;1
2020-04-10;"Nordeste";0;0,142857142857143
2020-04-10;"Norte";0;0
2020-04-10;"Oeste";0;0
2020-04-10;"Sudoeste";0;0
2020-04-10;"Sul";2;0,714285714285714
2020-04-11;"";1;0,142857142857143
2020-04-11;"Centro-leste";0;0,142857142857143
2020-04-11;"Centro-norte";0;0
2020-04-11;"Extremo sul";0;0
2020-04-11;"Leste";0;0,857142857142857
2020-04-11;"Nordeste";0;0,142857142857143
2020-04-11;"Norte";0;0
2020-04-11;"Oeste";0;0
2020-04-11;"Sudoeste";0;0
2020-04-11;"Sul";0;0,571428571428571
2020-04-12;"";0;0,142857142857143
2020-04-12;"Centro-leste";0;0,142857142857143
2020-04-12;"Centro-norte";0;0
2020-04-12;"Extremo sul";0;0
2020-04-12;"Leste";1;0,857142857142857
2020-04-12;"Nordeste";0;0,142857142857143
2020-04-12;"Norte";0;0
2020-04-12;"Oeste";0;0
2020-04-12;"Sudoeste";0;0
2020-04-12;"Sul";0;0,571428571428571
2020-04-13;"";0;0,142857142857143
2020-04-13;"Centro-leste";0;0
2020-04-13;"Centro-norte";0;0
2020-04-13;"Extremo sul";0;0
2020-04-13;"Leste";1;0,714285714285714
2020-04-13;"Nordeste";0;0,142857142857143
2020-04-13;"Norte";0;0
2020-04-13;"Oeste";0;0
2020-04-13;"Sudoeste";1;0,142857142857143
2020-04-13;"Sul";1;0,714285714285714
2020-04-14;"";0;0,142857142857143
2020-04-14;"Centro-leste";0;0
2020-04-14;"Centro-norte";0;0
2020-04-14;"Extremo sul";1;0,142857142857143
2020-04-14;"Leste";2;0,571428571428571
2020-04-14;"Nordeste";0;0
2020-04-14;"Norte";0;0
2020-04-14;"Oeste";0;0
2020-04-14;"Sudoeste";0;0,142857142857143
2020-04-14;"Sul";0;0,571428571428571
2020-04-15;"";0;0,142857142857143
2020-04-15;"Centro-leste";0;0
2020-04-15;"Centro-norte";0;0
2020-04-15;"Extremo sul";0;0,142857142857143
2020-04-15;"Leste";5;1,28571428571429
2020-04-15;"Nordeste";0;0
2020-04-15;"Norte";0;0
2020-04-15;"Oeste";0;0
2020-04-15;"Sudoeste";0;0,142857142857143
2020-04-15;"Sul";0;0,428571428571429
2020-04-16;"";0;0,142857142857143
2020-04-16;"Centro-leste";0;0
2020-04-16;"Centro-norte";0;0
2020-04-16;"Extremo sul";0;0,142857142857143
2020-04-16;"Leste";4;1,85714285714286
2020-04-16;"Nordeste";0;0
2020-04-16;"Norte";0;0
2020-04-16;"Oeste";0;0
2020-04-16;"Sudoeste";0;0,142857142857143
2020-04-16;"Sul";3;0,857142857142857
2020-04-17;"";0;0,142857142857143
2020-04-17;"Centro-leste";0;0
2020-04-17;"Centro-norte";0;0
2020-04-17;"Extremo sul";0;0,142857142857143
2020-04-17;"Leste";3;2,28571428571429
2020-04-17;"Nordeste";0;0
2020-04-17;"Norte";1;0,142857142857143
2020-04-17;"Oeste";0;0
2020-04-17;"Sudoeste";0;0,142857142857143
2020-04-17;"Sul";0;0,571428571428571
2020-04-18;"";0;0
2020-04-18;"Centro-leste";1;0,142857142857143
2020-04-18;"Centro-norte";0;0
2020-04-18;"Extremo sul";0;0,142857142857143
2020-04-18;"Leste";6;3,14285714285714
2020-04-18;"Nordeste";0;0
2020-04-18;"Norte";0;0,142857142857143
2020-04-18;"Oeste";0;0
2020-04-18;"Sudoeste";0;0,142857142857143
2020-04-18;"Sul";1;0,714285714285714
2020-04-19;"";0;0
2020-04-19;"Centro-leste";0;0,142857142857143
2020-04-19;"Centro-norte";0;0
2020-04-19;"Extremo sul";0;0,142857142857143
2020-04-19;"Leste";0;3
2020-04-19;"Nordeste";0;0
2020-04-19;"Norte";0;0,142857142857143
2020-04-19;"Oeste";0;0
2020-04-19;"Sudoeste";0;0,142857142857143
2020-04-19;"Sul";2;1
2020-04-20;"";0;0
2020-04-20;"Centro-leste";1;0,285714285714286
2020-04-20;"Centro-norte";0;0
2020-04-20;"Extremo sul";0;0,142857142857143
2020-04-20;"Leste";0;2,85714285714286
2020-04-20;"Nordeste";0;0
2020-04-20;"Norte";0;0,142857142857143
2020-04-20;"Oeste";0;0
2020-04-20;"Sudoeste";0;0
2020-04-20;"Sul";2;1,14285714285714
2020-04-21;"";0;0
2020-04-21;"Centro-leste";0;0,285714285714286
2020-04-21;"Centro-norte";1;0,142857142857143
2020-04-21;"Extremo sul";0;0
2020-04-21;"Leste";5;3,28571428571429
2020-04-21;"Nordeste";0;0
2020-04-21;"Norte";0;0,142857142857143
2020-04-21;"Oeste";0;0
2020-04-21;"Sudoeste";0;0
2020-04-21;"Sul";0;1,14285714285714
2020-04-22;"";0;0
2020-04-22;"Centro-leste";0;0,285714285714286
2020-04-22;"Centro-norte";0;0,142857142857143
2020-04-22;"Extremo sul";0;0
2020-04-22;"Leste";10;4
2020-04-22;"Nordeste";0;0
2020-04-22;"Norte";0;0,142857142857143
2020-04-22;"Oeste";0;0
2020-04-22;"Sudoeste";1;0,142857142857143
2020-04-22;"Sul";3;1,57142857142857
2020-04-23;"";0;0
2020-04-23;"Centro-leste";0;0,285714285714286
2020-04-23;"Centro-norte";0;0,142857142857143
2020-04-23;"Extremo sul";0;0
2020-04-23;"Leste";8;4,57142857142857
2020-04-23;"Nordeste";1;0,142857142857143
2020-04-23;"Norte";0;0,142857142857143
2020-04-23;"Oeste";0;0
2020-04-23;"Sudoeste";1;0,285714285714286
2020-04-23;"Sul";3;1,57142857142857
2020-04-24;"";0;0
2020-04-24;"Centro-leste";0;0,285714285714286
2020-04-24;"Centro-norte";0;0,142857142857143
2020-04-24;"Extremo sul";0;0
2020-04-24;"Leste";9;5,42857142857143
2020-04-24;"Nordeste";0;0,142857142857143
2020-04-24;"Norte";0;0
2020-04-24;"Oeste";0;0
2020-04-24;"Sudoeste";0;0,285714285714286
2020-04-24;"Sul";0;1,57142857142857
2020-04-25;"";0;0
2020-04-25;"Centro-leste";0;0,142857142857143
2020-04-25;"Centro-norte";0;0,142857142857143
2020-04-25;"Extremo sul";1;0,142857142857143
2020-04-25;"Leste";5;5,28571428571429
2020-04-25;"Nordeste";0;0,142857142857143
2020-04-25;"Norte";0;0
2020-04-25;"Oeste";0;0
2020-04-25;"Sudoeste";0;0,285714285714286
2020-04-25;"Sul";1;1,57142857142857
2020-04-26;"";0;0
2020-04-26;"Centro-leste";0;0,142857142857143
2020-04-26;"Centro-norte";0;0,142857142857143
2020-04-26;"Extremo sul";0;0,142857142857143
2020-04-26;"Leste";5;6
2020-04-26;"Nordeste";0;0,142857142857143
2020-04-26;"Norte";0;0
2020-04-26;"Oeste";0;0
2020-04-26;"Sudoeste";1;0,428571428571429
2020-04-26;"Sul";0;1,28571428571429
2020-04-27;"";1;0,142857142857143
2020-04-27;"Centro-leste";0;0
2020-04-27;"Centro-norte";0;0,142857142857143
2020-04-27;"Extremo sul";0;0,142857142857143
2020-04-27;"Leste";6;6,85714285714286
2020-04-27;"Nordeste";0;0,142857142857143
2020-04-27;"Norte";0;0
2020-04-27;"Oeste";0;0
2020-04-27;"Sudoeste";0;0,428571428571429
2020-04-27;"Sul";2;1,28571428571429
2020-04-28;"";0;0,142857142857143
2020-04-28;"Centro-leste";0;0
2020-04-28;"Centro-norte";0;0
2020-04-28;"Extremo sul";0;0,142857142857143
2020-04-28;"Leste";7;7,14285714285714
2020-04-28;"Nordeste";0;0,142857142857143
2020-04-28;"Norte";0;0
2020-04-28;"Oeste";0;0
2020-04-28;"Sudoeste";0;0,428571428571429
2020-04-28;"Sul";3;1,71428571428571
2020-04-29;"";0;0,142857142857143
2020-04-29;"Centro-leste";0;0
2020-04-29;"Centro-norte";0;0
2020-04-29;"Extremo sul";0;0,142857142857143
2020-04-29;"Leste";8;6,85714285714286
2020-04-29;"Nordeste";1;0,285714285714286
2020-04-29;"Norte";0;0
2020-04-29;"Oeste";0;0
2020-04-29;"Sudoeste";0;0,285714285714286
2020-04-29;"Sul";3;1,71428571428571
2020-04-30;"";0;0,142857142857143
2020-04-30;"Centro-leste";0;0
2020-04-30;"Centro-norte";0;0
2020-04-30;"Extremo sul";1;0,285714285714286
2020-04-30;"Leste";11;7,28571428571429
2020-04-30;"Nordeste";0;0,142857142857143
2020-04-30;"Norte";0;0
2020-04-30;"Oeste";0;0
2020-04-30;"Sudoeste";0;0,142857142857143
2020-04-30;"Sul";4;1,85714285714286
2020-05-01;"";0;0,142857142857143
2020-05-01;"Centro-leste";0;0
2020-05-01;"Centro-norte";0;0
2020-05-01;"Extremo sul";0;0,285714285714286
2020-05-01;"Leste";4;6,57142857142857
2020-05-01;"Nordeste";0;0,142857142857143
2020-05-01;"Norte";0;0
2020-05-01;"Oeste";0;0
2020-05-01;"Sudoeste";0;0,142857142857143
2020-05-01;"Sul";2;2,14285714285714
2020-05-02;"";1;0,285714285714286
2020-05-02;"Centro-leste";0;0
2020-05-02;"Centro-norte";0;0
2020-05-02;"Extremo sul";0;0,142857142857143
2020-05-02;"Leste";9;7,14285714285714
2020-05-02;"Nordeste";0;0,142857142857143
2020-05-02;"Norte";0;0
2020-05-02;"Oeste";0;0
2020-05-02;"Sudoeste";1;0,285714285714286
2020-05-02;"Sul";3;2,42857142857143
2020-05-03;"";0;0,285714285714286
2020-05-03;"Centro-leste";0;0
2020-05-03;"Centro-norte";0;0
2020-05-03;"Extremo sul";0;0,142857142857143
2020-05-03;"Leste";13;8,28571428571429
2020-05-03;"Nordeste";0;0,142857142857143
2020-05-03;"Norte";0;0
2020-05-03;"Oeste";0;0
2020-05-03;"Sudoeste";0;0,142857142857143
2020-05-03;"Sul";2;2,71428571428571
2020-05-04;"";0;0,142857142857143
2020-05-04;"Centro-leste";0;0
2020-05-04;"Centro-norte";1;0,142857142857143
2020-05-04;"Extremo sul";0;0,142857142857143
2020-05-04;"Leste";14;9,42857142857143
2020-05-04;"Nordeste";0;0,142857142857143
2020-05-04;"Norte";1;0,142857142857143
2020-05-04;"Oeste";0;0
2020-05-04;"Sudoeste";0;0,142857142857143
2020-05-04;"Sul";2;2,71428571428571
2020-05-05;"";0;0,142857142857143
2020-05-05;"Centro-leste";0;0
2020-05-05;"Centro-norte";0;0,142857142857143
2020-05-05;"Extremo sul";0;0,142857142857143
2020-05-05;"Leste";7;9,42857142857143
2020-05-05;"Nordeste";0;0,142857142857143
2020-05-05;"Norte";0;0,142857142857143
2020-05-05;"Oeste";0;0
2020-05-05;"Sudoeste";0;0,142857142857143
2020-05-05;"Sul";6;3,14285714285714
2020-05-06;"";0;0,142857142857143
2020-05-06;"Centro-leste";0;0
2020-05-06;"Centro-norte";1;0,285714285714286
2020-05-06;"Extremo sul";0;0,142857142857143
2020-05-06;"Leste";6;9,14285714285714
2020-05-06;"Nordeste";0;0
2020-05-06;"Norte";0;0,142857142857143
2020-05-06;"Oeste";0;0
2020-05-06;"Sudoeste";0;0,142857142857143
2020-05-06;"Sul";1;2,85714285714286
2020-05-07;"";0;0,142857142857143
2020-05-07;"Centro-leste";0;0
2020-05-07;"Centro-norte";0;0,285714285714286
2020-05-07;"Extremo sul";0;0
2020-05-07;"Leste";17;10
2020-05-07;"Nordeste";0;0
2020-05-07;"Norte";0;0,142857142857143
2020-05-07;"Oeste";0;0
2020-05-07;"Sudoeste";0;0,142857142857143
2020-05-07;"Sul";6;3,14285714285714
2020-05-08;"";0;0,142857142857143
2020-05-08;"Centro-leste";1;0,142857142857143
2020-05-08;"Centro-norte";0;0,285714285714286
2020-05-08;"Extremo sul";0;0
2020-05-08;"Leste";17;11,8571428571429
2020-05-08;"Nordeste";0;0
2020-05-08;"Norte";0;0,142857142857143
2020-05-08;"Oeste";0;0
2020-05-08;"Sudoeste";0;0,142857142857143
2020-05-08;"Sul";3;3,28571428571429
2020-05-09;"";0;0
2020-05-09;"Centro-leste";0;0,142857142857143
2020-05-09;"Centro-norte";1;0,428571428571429
2020-05-09;"Extremo sul";1;0,142857142857143
2020-05-09;"Leste";14;12,5714285714286
2020-05-09;"Nordeste";0;0
2020-05-09;"Norte";1;0,285714285714286
2020-05-09;"Oeste";0;0
2020-05-09;"Sudoeste";1;0,142857142857143
2020-05-09;"Sul";2;3,14285714285714
2020-05-10;"";0;0
2020-05-10;"Centro-leste";0;0,142857142857143
2020-05-10;"Centro-norte";0;0,428571428571429
2020-05-10;"Extremo sul";0;0,142857142857143
2020-05-10;"Leste";12;12,4285714285714
2020-05-10;"Nordeste";1;0,142857142857143
2020-05-10;"Norte";0;0,285714285714286
2020-05-10;"Oeste";0;0
2020-05-10;"Sudoeste";0;0,142857142857143
2020-05-10;"Sul";2;3,14285714285714
2020-05-11;"";0;0
2020-05-11;"Centro-leste";1;0,285714285714286
2020-05-11;"Centro-norte";1;0,428571428571429
2020-05-11;"Extremo sul";0;0,142857142857143
2020-05-11;"Leste";10;11,8571428571429
2020-05-11;"Nordeste";0;0,142857142857143
2020-05-11;"Norte";0;0,142857142857143
2020-05-11;"Oeste";1;0,142857142857143
2020-05-11;"Sudoeste";1;0,285714285714286
2020-05-11;"Sul";2;3,14285714285714
2020-05-12;"";0;0
2020-05-12;"Centro-leste";0;0,285714285714286
2020-05-12;"Centro-norte";0;0,428571428571429
2020-05-12;"Extremo sul";1;0,285714285714286
2020-05-12;"Leste";19;13,5714285714286
2020-05-12;"Nordeste";0;0,142857142857143
2020-05-12;"Norte";0;0,142857142857143
2020-05-12;"Oeste";0;0,142857142857143
2020-05-12;"Sudoeste";0;0,285714285714286
2020-05-12;"Sul";3;2,71428571428571
2020-05-13;"";1;0,142857142857143
2020-05-13;"Centro-leste";1;0,428571428571429
2020-05-13;"Centro-norte";0;0,285714285714286
2020-05-13;"Extremo sul";0;0,285714285714286
2020-05-13;"Leste";11;14,2857142857143
2020-05-13;"Nordeste";1;0,285714285714286
2020-05-13;"Norte";0;0,142857142857143
2020-05-13;"Oeste";0;0,142857142857143
2020-05-13;"Sudoeste";0;0,285714285714286
2020-05-13;"Sul";3;3
